Sentence,Emotion
"không có sức hút thì tao vẫn cắt , mùa hè để tóc dài nóng thấy mẹ",Other
bạn có phải óc chó không ? chắc bạn không trả lời được đâu nhỉ . óc chó mà =))),Disgust
"móng tay dài như vậy thì làm gì để sống phục vụ bản thân cũng khó khăn uổng phí hết tuổi trẻ một đời người để nuôi một bộ móng , thay vào đó làm việc gì có ích cho bản thân gia đình và xã hội , đời người ngắn ngủi nên trân trọng thời gian quý báu của mình",Disgust
chỉ ăn 1 miếng thịt mà phải đốt chết thêm nhiều sinh mạng bé nhỏ nữa hả,Surprise
có đứa nào nấu cơm rồi nấu luôn cái bếp như tao không,Other
"đếu thể đỡ được "" tiền mừng , tiền mừng "" hahaha",Enjoyment
hãm lol nhưng thật lòng chứ còn hơn cứ tỏ ra trưởng thành mà bên trong thì như đồ bỏ đi,Disgust
per nghe có vẻ hợp lí nhỉ ?,Other
ngoài ra thì nó còn bị mang tiếng là thả thính cả xã hội nữa,Other
"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆",Disgust
cơ mà tao bị thần kinh thật,Sadness
kiện chết mẹ mấy con súc vật đó đi,Anger
sắm về hỏi mấy thứ :v,Other
cứ bảo ngon lắm với chả ngon vừa . không biết nghĩ trước khi ăn à,Disgust
con này là con lợn hay con gấu hay con ong vậy ????,Other
tại mình thử hết rồi :)) nên cậu nói thế thì mình bình luận thôi :)),Other
thề cứ 1 lần trượt là tao cười to hơn 😆😆,Enjoyment
mặt nạ chứ không phải mặt lạ nhé . ngọng thế mà cũng lấy được vợ ????,Disgust
per nhờ mất bạn nên mình mới biết 😂😂😂😂,Enjoyment
thứ ba mẹ cho con và con nhận thấy đó là sự đức hạnh tấm lòng cao cả cam on ba mẹ rất nhìu,Enjoyment
nhìn mặt thấy hãm buồi rồi .,Disgust
hãy nên trân trọng những người bạn như vậy .,Enjoyment
nhớ bộ phim thằng gù nhà thờ đức bà không ?,Other
bây giờ nhìn vào cứ kiện tụng mà nãn :((,Sadness
thiết kế tinh tế quá,Surprise
tớ cũng muốn có mối tình như vậy ??,Sadness
một bộ phim quá suất sắc,Enjoyment
suốt ngày bị chửi ??,Anger
mình không hiểu tại sao nó không bị phóng điện chết nhỉ ?,Surprise
vì tao hay bị chúng nó chọc nên thấy buồn,Sadness
một bình luận của người trong cuộc . đọc xong thấy ấm lòng cho per !,Enjoyment
chó nhà tao mới đi lạc 3 hôm thôi mà quên mẹ hết chủ rồi :vậy,Disgust
"có hình ảnh rõ ràng kiện chúng nó tội quấy rối đi . mịe cái lũ khốn kiếp , hay ho lắm cái trò dơ bẩn 🤧🤧🤧",Anger
nhà nó giàu vãi,Surprise
per quả lừa con chó ngoài bờ rào,Other
wow đỉnh quá,Surprise
ước gì tao thất tình cũng được giống như mày,Other
"cái kết thật bất ngờ , không thể đoán được vậy",Surprise
per nhìn mặt cưng gê,Enjoyment
là đứa quay video,Other
cái lò xô ngày xưa ma,Other
một chuyến du lịch vui vẻ,Other
😔😔 hành động nhỏ v thôi thì cũng ấm lòng rồi ... nói thôi cũng vuii rồi ... 😝😝,Enjoyment
"chúng ta những tháng ngày sau đó vẫn gặp nhau , vẫn nói chuyện nhưng không phải những cô cậu của hồi c3 nữa . chúng ta đều khác",Sadness
bé gái đáng yêuc quá :))). dth nữa,Enjoyment
cho khỏi đá ở việt nam . gì mà căng,Disgust
hình thức này .. là chúng nó đang huỷ hoại mầm mống tương lai của đất nước đấy,Disgust
trông tội quá,Sadness
"hai con ma đấu đầu , con mũ đen ăn toàn cứt nên đanh hơn ?",Other
"nó mừng kiểu nhảy vồ lên dơ đồ thôi , chứ dòng này gặp ai cũng mừng",Other
per ghét ghê bây,Anger
"học chán phèo , chả có gì đáng nhớ",Sadness
"tao cảnh cáo , page mà đăng mấy video kiểu ngôn lù thế này tao unlike , trả per trả cụ lầy , trả anh thai cho tao",Anger
chắc làm theo yêu cầu,Other
"coi 3 lần mà vẫn cười , phim hay nhân vật dễ thương",Enjoyment
per sự thích thể hiện của các bạn mà bóng đá per tốn một món tiền không nhỏ ! 😩🙏🤕,Sadness
"mất nhân tính ( tiền không phải tất cả , nhưng làm tất cả vì tiền )",Disgust
thớt là gu của tôi :))) yêu quá hiuhiu,Enjoyment
muộn rồi :))),Sadness
thề lun anh ấy rất kĩ thuật lun á,Enjoyment
per có sub rồi nè . má coi đi coi lại vẫn mắc cười . với đưa anh stk đi,Enjoyment
bt mà tao vẫn lạng lách ở đây suốt,Enjoyment
chỉ mong có người đến cuối đời vẫn yêu mình như ngày đầu tiên ❤,Enjoyment
anh thíck kiểu tra tấn hằng ngày :))),Enjoyment
tuổi thơ với nó đấy,Other
vợ chồng nhà này mặc quần áo ngủ đôi à ??,Surprise
buồn cười nhất cái đoạn cã lũ bạn đồng thanh * chó nó lấy * 😂,Enjoyment
"đúng rồi còn quay quay , lớ nga lớ ngớ xuống trách người ta . có phải bãi xe tự phát đâu mà người ta dám làm láo .",Anger
dăm ba cái yêu đương vớ vẩn :)),Disgust
ủa tao đang coi cái gì v 😂,Other
tàn nhang là xác định nhá ??????,Other
sao toàn gặp hãm không àh . gần nhất là thằng âm binh nhất,Disgust
phe áo vàng thích điều này,Other
có khi giờ tỉnh rồi đéo dám xuống nữa,Other
lại đến giờ giải trí rồi mềnh ơiiii per =))))),Enjoyment
vừa xung điện tim xong ra ngoài bác sĩ lắc đầu =)) cả nhà tao đưa bác sĩ vô nằm kế tao,Other
thói ích kỷ,Disgust
thứ học sinh mất dạy =)),Disgust
má tự dưng bị đánh vào đầu :(,Anger
mong ông bà nhiều sức khoẻ . đáng yêu thực sự 😍😍😍,Enjoyment
nhìn gai vãi,Disgust
đọc thôi cũng mệt,Disgust
có những ngày mọi thứ nó bỗng ập đến,Sadness
per thề :))) cười cơ mà tao nghĩ nó cũng đéo ổn tí nào đâu,Disgust
chỉ khổ các con thôi !! sao người ta lại có thể mất nhân tính như vậy,Sadness
cute vậyyyyy,Enjoyment
thế rồi cha lái xe có giả tiền không các bác,Other
nàng ấy chả yêu ta gì cả,Sadness
1 năm không biết bao nhiêu lần x - quang :(,Sadness
thôi xong tao rồi :((,Fear
chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi =))),Enjoyment
phú thọ tởm quá,Disgust
smart phone thành cục gạch là có thật luôn hả ??,Surprise
"3 idiots , bộ phim rất đáng xem",Enjoyment
nói gì thì tụi bây cũng không tin đâu ..😌😌,Sadness
per nhà mình cũng có nè,Other
bây giờ lại chơi trò đánh tư sản mại bản như ngày xưa đi nhể,Other
anh đánh mất thật rồi,Sadness
đậu xanh tao giỡn mặt với mày hả,Anger
những cái đáng làm không làm những cái không đáng làm thì làm cho tới,Disgust
hình như sau boss bị chết ạ,Sadness
xong tao đưa mày uống nha,Other
may mà không mua laptop này không thì ăn lìn lâu rồi :(,Enjoyment
nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì mọi chuyện đã đơn giản hơn rồi .,Sadness
đéo đùa :)),Anger
nhìn hình vẽ khẩu trang lại tưởng 1 con mắt =)))))))),Other
có đứa nào đéo giật mình như tao không :))),Enjoyment
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger
"ôi mệt quá , một ngày buồn tẻ",Sadness
bố đi đường mà sợ quá,Fear
bác sĩ mất dạy,Anger
disss giật hết cả mình .:)),Fear
có lẽ vì vậy nên moi thứ trở nên thật khó khăn lúc này :(((,Sadness
bà đã được sống 1 kiếp người hạnh phúc . mấy ai có được điều đó . ngưỡng mộ tình yêu ông dành cho bà .,Enjoyment
sau khi có vợ anh per đã có đồ giả gái xinh và tinh tế hơn 😆,Enjoyment
"per đi coi với tao , phim này hay nhất định phải coi",Enjoyment
đứng trước mặt nó tụt quần ra auto hết giận,Enjoyment
haha đây là cổng chợ này ??,Enjoyment
giống y con bạn tao :))) mặc dù nó không phải gvien hay gì cả nhưng nó khá trẻ trâu,Enjoyment
nói chuyện yêuu thế đmaaaa ??,Enjoyment
dễ thương ghê . thằng quay phim cũng không phải dạng vừa ^^,Enjoyment
yên tâm đi ông trời không bất công với ai đâu,Other
ko biết crush bây giờ có ở nhà không nữa 😭😭😭😭,Sadness
là khi lạc giữa 1 biển người hôm khai giảng nhưng vẫn nhìn thấy người đó rõ nhất,Enjoyment
đồ điên . quét đéo được thì lấy máy hút bụi hút mẹ hết đi . hét hét cái lol gì =))),Anger
"hay ta , hay ta",Enjoyment
anh ấy không thương tao,Sadness
mặc cái váy thì phải cạp lông lách chứ :))),Other
nhìn lũ trẻ yêu nhau mà lòng già xao xuyến,Sadness
ai đã dùng nó bây giờ phải 50 tuổi rồi,Other
"1 đoạn phim được trích ra tuy ngắn nhưng , chứa 1 thông điệp rất có tầm quan trọng",Enjoyment
quan trọng là đỉnh ^.,Enjoyment
đem người đó ra biển cho biển cuốn đi lun .. hihii,Enjoyment
"hàng loạt các sai phạm , vi phạm diễn ra nhưng bộ giáo dục chưa đưa ra được biện pháp nào có hiệu quả chấm dứt các sự việc tiếp tục xảy ra",Anger
"trách nhiệm của con mẹ giáo viên chủ nhiệm là lớn nhất luôn , đuổi con mẹ nó việc đi",Anger
đúng rồi con gái là vậy mà kkk,Enjoyment
tan tành rồi .,Sadness
chẳng biết nói gì . xem video em cười suốt mà lòng tôi không thấy vui tẹo nào . thương em,Sadness
xử tử hiệu trưởng . nhà nước phải làm thẳng tay bọn chó,Anger
người ta mất 6 tháng để học lái xe nhưng lại mất cả đời để học văn hoá đỗ xe 😑,Disgust
ngày xưa nghèo . có bếp dầu là mai rồi .,Other
ba ́ o giâ ̣ tao ti ́ tao la ̀ mày hoa ̉ người loa ̣ n ngươ ̀ i dân . haizzz,Sadness
hãy tôn trọng quyền được mưu cầu hạnh phúc của mỗi cá nhân con người trên thế giới này đi . đừng kì thị họ ! tội lỗi lắm 🙂,Other
"má .., ruồi bay qua táp chết tươi :)))",Enjoyment
per cái gì mình không làm được chứ đánh cái lũ đéo phải người thì mình làm tốt kkk,Enjoyment
per hèn gì thấy ngày nào anh cũng đi tập 😂😂😂,Other
ẹc lông chân mày mọc nhanh dữ =.=,Surprise
ngày xưa cũng vui lắm mà giờ mỗi đứa 1 nơi rồi,Sadness
per em cười mệt quá =)))),Enjoyment
móng tay gì mà nhìn vừa bẩn vừa ghê,Disgust
"tuổi thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um sùm",Fear
lần sau nhìn thấy hắt nước tiểu vào người nó ngay,Anger
bấy bề ơi . thật là đáng yêu,Enjoyment
tuỳ người tuỳ loại,Other
cư ́ như kiê ̉ u =))) ngươ ̀ i yêu,Enjoyment
"thằng ác ôn , con nhỏ nhờ tháo mạng nhện thôi mà cũng không giúp , tao là móc gậy ra thọc .. à nhầm tháo mạng nhện ra liền ..",Anger
"hồi nhỏ đi học phải ngang qua nhà nuôi ngỗng nó dí chạy thấy bà luôn , ngày nào cũng phải cầm cái cây theo . thề luôn tới giờ tao vẫn còn sợ con này khiếp luôn 😭",Fear
ăn cơm mốc có khả năng bị ung thư gan cao . hít,Sadness
bác này nói hay,Enjoyment
mới sáng ra,Other
"tao có một nỗi sợ khác cũng khá giống con yêu tinh này đó là con yêu nghiệt ngan đực :3 con này thành tinh hung ác vãi_chưởng , đi ra vườn đéo làm gì nó , nó cũng rượt mình . đậu ! đó là tao kể ngày bé thôi =) chứ lớn lên tao biết vơ cây củi theo để đi ra vườn rồi =))",Fear
cười vãi ???????? mặt con bé cũng hài ghê,Enjoyment
"quán này chắc không đông , đang ăn mà thấy có mà ói",Disgust
để nó vậy không thấy tội sao,Sadness
boss dễ thương hết sức,Enjoyment
nấu thì nấu được mà không biết có ăn được hay không thôi,Other
"dume tao từ giờ sẽ bỏ thích cái page này huhu , nghiệp mà",Disgust
đi xe cao mà ý thức thấp quá !,Disgust
mình đã về đến nhà an toàn hihi,Enjoyment
lông chân mọc nhanh thế :)),Surprise
quá nguy hiểm .,Fear
ơ tao cũng học ông này hướng dẫn hay sao ấy :))))),Enjoyment
và người đó đang ở nơi đâu về với em đi . đợi người rồi người sẽ đến chứ ?,Sadness
bảo sao đi đâu ai cũng ghét =)),Disgust
"đã gọi là "" mật "" mà nó lại công khai cho mày xem àk",Disgust
hahaa ngọt vãiii :)),Enjoyment
mơ chứ còn gì nữa 🙃,Other
per tìm được đối tượng nào để cầu hôn chưa :))),Enjoyment
dự là 30 mà 30 sợ già quá chả chó nào nó rước . năm nay đã 26 rồi mà vẫn chả ai thèm yêu 😔😔😔,Sadness
nhìn em mà thương roi nói chuyện mắt,Sadness
em vợ tao đấy :)),Enjoyment
"con bé xinh nhờ , khốn nạn là cái thằng edit video ý :)))",Enjoyment
1 lần chơi lớn xem thế giới có trầm trồ ??,Surprise
per phim này thấy trailer hấp dẫn ghê 😁,Enjoyment
ngồi nhìn nó ngủ cũng thấy dth vler đừng nói cười 😌,Enjoyment
cái này ghê vãi mày sẽ hiểu cảm giác khi nó lún xuống 😅😅,Fear
không thấy tên phim thì hỏi . ở đấy mà hội người mụ cái đéo gì . đã mất công ghi tên phim thì ghi cho đàng hoàng vào . bất lịch sự vậy !,Disgust
hèn dì mấy nay đi học thấy bạn của crush nhìn mình cười,Enjoyment
wow vừa vẽ đẹp lại còn biết sáng tạo :)),Surprise
cái này đi móc cống thốn lắm nè,Other
từ nay tôi quết định nuôi dưỡng con chim tôi tới già . và tôi mong được unesco công nhận kỳ quan thứ 8 của thế giới,Enjoyment
mình chỉ quan tâm cái quần bạn chồng mặc màu hường hình cô gái ????,Other
loại gái già mất dạy chách sao không dạy được con cháu .,Disgust
chộm chó đâu làm ăn như céc lúc cần thì chả thấy đâu,Disgust
thông minh hơi muộn nhưng vẫn kịp thông minh !,Enjoyment
cay đắng và mặn :(,Sadness
cóc nào tao không có thích thầm đứa nào để đứng lại ngắm cái chỗ ngồi nhể 😗😗😗,Enjoyment
nó sale còn 225k là được rồi :))) lời quá còn gì . mẹ mày per bình luận chi để nó nhận ra chi v 😂,Anger
"loại này nó vậy , y con chó nhà mình .. hjjjj",Disgust
đỉnh vậy luôn hả,Surprise
chẳng những hư xe mà còn bị phạt nặng nữa,Sadness
